ID,CDS,Total,Female,Male,NativeAmericanorIndian,Asian,Pacific,Filipino,Hispanic,AfricanAmerican,White,MultipleRace,NoRace,D7,D8,D9,D10,D11,D12,Academic_Year,County,School,City,Zip,State,Latitude,Longitude
458,31669513130168,24,24,0,0,0,0,0,0,0,24,0,0,1,1,3,7,7,5,2011,Placer,Horizon Charter,Lincoln,95648-1757,CA,38.897444,-121.3355
459,31669513130168,94,44,50,0,0,0,0,0,0,94,0,0,10,11,10,15,15,33,2006,Placer,Horizon Charter,Lincoln,95648-1757,CA,38.897444,-121.3355
460,31669513130168,305,168,137,0,0,0,0,33,0,272,0,0,36,38,67,58,48,58,2002,Placer,Horizon Charter,Lincoln,95648-1757,CA,38.897444,-121.3355
461,31669513130168,24,0,24,0,0,0,0,0,0,24,0,0,1,1,1,7,9,5,2005,Placer,Horizon Charter,Lincoln,95648-1757,CA,38.897444,-121.3355
462,31669513130168,99,57,42,0,0,0,0,18,0,81,0,0,6,7,12,19,18,37,2008,Placer,Horizon Charter,Lincoln,95648-1757,CA,38.897444,-121.3355
463,31669513130168,54,30,24,0,0,0,0,0,0,54,0,0,2,7,3,12,15,15,2009,Placer,Horizon Charter,Lincoln,95648-1757,CA,38.897444,-121.3355
464,33103300110833,93,44,49,0,0,0,0,36,0,57,0,0,7,11,27,23,13,12,2006,Riverside,River Springs Charter,Temecula,92590-2698,CA,33.511615,-117.15768
465,33103300110833,20,0,20,0,0,0,0,0,0,20,0,0,1,3,3,5,4,4,2007,Riverside,River Springs Charter,Temecula,92590-2698,CA,33.511615,-117.15768
466,33103300110833,26,16,10,0,0,0,0,0,0,26,0,0,4,5,5,4,3,5,2014,Riverside,River Springs Charter,Temecula,92590-2698,CA,33.511615,-117.15768
467,33103300110833,104,48,56,0,0,0,0,35,0,69,0,0,19,14,17,20,18,16,2009,Riverside,River Springs Charter,Temecula,92590-2698,CA,33.511615,-117.15768
468,33103300110833,149,79,70,0,0,0,0,58,0,91,0,0,33,48,25,19,10,14,2012,Riverside,River Springs Charter,Temecula,92590-2698,CA,33.511615,-117.15768
469,33103300110833,78,48,30,0,0,0,0,21,0,57,0,0,6,10,19,12,15,16,2008,Riverside,River Springs Charter,Temecula,92590-2698,CA,33.511615,-117.15768
470,33103300110833,117,58,59,0,0,0,0,45,0,72,0,0,8,20,33,17,26,13,2010,Riverside,River Springs Charter,Temecula,92590-2698,CA,33.511615,-117.15768
471,33103300110833,12,0,12,0,0,0,0,0,0,12,0,0,1,4,1,2,1,3,2016,Riverside,River Springs Charter,Temecula,92590-2698,CA,33.511615,-117.15768
472,33103303330123,371,36,335,0,0,0,0,257,68,46,0,0,4,11,24,38,103,191,2009,Riverside,Riverside County Juvenile Court,Riverside,92502-0868,CA,33.978494,-117.38054
473,33103303330123,158,0,158,0,0,0,0,158,0,0,0,0,1,4,6,18,32,97,2011,Riverside,Riverside County Juvenile Court,Riverside,92502-0868,CA,33.978494,-117.38054
474,33103303330123,290,0,290,0,0,0,0,224,0,66,0,0,2,9,19,48,82,130,2007,Riverside,Riverside County Juvenile Court,Riverside,92502-0868,CA,33.978494,-117.38054
475,33103303330123,292,36,256,0,0,0,0,292,0,0,0,0,6,11,33,62,73,107,2006,Riverside,Riverside County Juvenile Court,Riverside,92502-0868,CA,33.978494,-117.38054
476,33103303330123,43,0,43,0,0,0,0,0,0,43,0,0,1,2,2,7,10,21,2010,Riverside,Riverside County Juvenile Court,Riverside,92502-0868,CA,33.978494,-117.38054
477,33103303330123,85,24,61,0,0,0,0,24,0,61,0,0,2,4,9,10,23,37,2008,Riverside,Riverside County Juvenile Court,Riverside,92502-0868,CA,33.978494,-117.38054
478,33103303330123,131,0,131,0,0,0,0,131,0,0,0,0,2,7,7,13,26,76,2012,Riverside,Riverside County Juvenile Court,Riverside,92502-0868,CA,33.978494,-117.38054
479,33103303331055,442,109,333,0,0,0,0,371,0,71,0,0,12,11,27,49,88,255,2010,Riverside,Riverside County Community,Riverside,92501-3505,CA,33.978494,-117.38054
480,33103303331055,349,29,320,0,0,0,0,206,83,60,0,0,13,20,58,75,85,98,2008,Riverside,Riverside County Community,Riverside,92501-3505,CA,33.978494,-117.38054
481,33103303331055,136,40,96,0,0,0,0,88,0,48,0,0,10,8,22,49,28,19,2004,Riverside,Riverside County Community,Riverside,92501-3505,CA,33.978494,-117.38054
482,33103303331055,376,80,296,0,0,0,0,270,42,64,0,0,17,28,70,84,90,87,2006,Riverside,Riverside County Community,Riverside,92501-3505,CA,33.978494,-117.38054
483,33103303331055,13,0,13,0,0,0,0,13,0,0,0,0,1,1,1,1,5,4,2014,Riverside,Riverside County Community,Riverside,92501-3505,CA,33.978494,-117.38054
484,33103303331055,503,110,393,0,0,0,0,386,59,58,0,0,12,19,81,86,111,194,2009,Riverside,Riverside County Community,Riverside,92501-3505,CA,33.978494,-117.38054
485,33103303331055,20,0,20,0,0,0,0,20,0,0,0,0,3,1,2,5,7,2,2003,Riverside,Riverside County Community,Riverside,92501-3505,CA,33.978494,-117.38054
486,33103303331055,300,76,224,0,0,0,0,300,0,0,0,0,9,10,24,31,53,173,2012,Riverside,Riverside County Community,Riverside,92501-3505,CA,33.978494,-117.38054
487,33103303331055,347,134,213,0,0,0,0,250,57,40,0,0,12,25,74,71,73,92,2007,Riverside,Riverside County Community,Riverside,92501-3505,CA,33.978494,-117.38054
488,33103303331055,207,0,207,0,0,0,0,169,0,38,0,0,5,10,11,18,41,122,2011,Riverside,Riverside County Community,Riverside,92501-3505,CA,33.978494,-117.38054
489,33103306069207,29,0,29,0,0,0,0,12,0,17,0,0,5,2,3,2,3,14,2006,Riverside,Riverside County Special Education,Riverside,92502-0868,CA,33.978494,-117.38054
490,33103306069207,18,0,18,0,0,0,0,18,0,0,0,0,1,5,3,2,1,6,2008,Riverside,Riverside County Special Education,Riverside,92502-0868,CA,33.978494,-117.38054
491,33670823330453,10,10,0,0,0,0,0,0,0,10,0,0,3,1,2,2,1,1,1995,Riverside,Hamilton K-12,Anza,92539,CA,NaN,NaN
492,33670823330503,69,24,45,0,0,0,0,19,0,50,0,0,8,8,18,15,14,6,1992,Riverside,Academy of Innovation,Hemet,92544-6302,CA,33.737453,-116.93628
493,33670823330503,25,25,0,0,0,0,0,0,0,25,0,0,2,4,6,5,7,1,1994,Riverside,Academy of Innovation,Hemet,92544-6302,CA,33.737453,-116.93628
494,33671243330685,12,0,12,0,0,0,0,12,0,0,0,0,1,1,1,1,3,5,2008,Riverside,Moreno Valley Community Learning Center,Moreno Valley,92553-3945,CA,33.910034,-117.2348
495,33671243330685,11,0,11,0,0,0,0,11,0,0,0,0,1,1,2,1,4,2,2007,Riverside,Moreno Valley Community Learning Center,Moreno Valley,92553-3945,CA,33.910034,-117.2348
496,33672073330693,8,8,0,0,0,0,0,0,0,8,0,0,1,1,2,1,1,2,1997,Riverside,Choice 2000 On-Line,Perris,92570,CA,33.792564,-117.23476
497,33672073330776,94,36,58,0,0,0,0,94,0,0,0,0,4,2,6,20,24,38,2006,Riverside,The Academy Community Day,Perris,92570-2464,CA,33.779279,-117.22003
498,33672073330776,53,0,53,0,0,0,0,32,21,0,0,0,3,4,11,10,11,14,2000,Riverside,The Academy Community Day,Perris,92570-2464,CA,33.779279,-117.22003
499,33672073330776,20,0,20,0,0,0,0,20,0,0,0,0,1,2,1,5,1,10,2004,Riverside,The Academy Community Day,Perris,92570-2464,CA,33.779279,-117.22003
500,33672073330776,56,0,56,0,0,0,0,56,0,0,0,0,1,3,7,15,17,13,2005,Riverside,The Academy Community Day,Perris,92570-2464,CA,33.779279,-117.22003
501,33672153330362,33,33,0,0,0,0,0,0,0,33,0,0,1,1,14,7,6,4,1997,Riverside,Summit View Independent Study,Riverside,92506-4413,CA,33.94063,-117.37898
502,33672153330362,38,38,0,0,0,0,0,0,0,38,0,0,1,1,13,11,6,6,2008,Riverside,Summit View Independent Study,Riverside,92506-4413,CA,33.94063,-117.37898
503,33672153330511,45,13,32,0,0,0,0,45,0,0,0,0,3,9,19,7,3,4,2008,Riverside,Opportunity Program,Riverside,92506-4424,CA,33.94063,-117.37898
504,34103480106278,271,32,239,0,0,0,0,0,166,105,0,0,7,5,19,33,76,131,2007,Sacramento,El Centro Jr./Sr. High,Sacramento,95827,CA,38.545077,-121.34164
505,34103480106278,307,86,221,0,29,0,0,126,61,91,0,0,9,13,34,56,73,122,2006,Sacramento,El Centro Jr./Sr. High,Sacramento,95827,CA,38.545077,-121.34164
506,34103480106278,237,0,237,0,0,0,0,78,159,0,0,0,2,7,16,27,64,121,2008,Sacramento,El Centro Jr./Sr. High,Sacramento,95827,CA,38.545077,-121.34164
507,34103480106278,18,18,0,0,0,0,0,18,0,0,0,0,1,1,2,2,4,8,2009,Sacramento,El Centro Jr./Sr. High,Sacramento,95827,CA,38.545077,-121.34164
508,34673140000001,12,0,12,0,0,0,0,12,0,0,0,0,1,3,1,2,1,4,2008,NA,NA,NA,NA,NA,NaN,NaN
509,34673140000001,32,0,32,0,0,0,0,0,17,15,0,0,3,3,4,5,8,9,2006,NA,NA,NA,NA,NA,NaN,NaN
510,34673140000001,19,0,19,0,0,0,0,0,19,0,0,0,1,1,2,1,2,12,2009,NA,NA,NA,NA,NA,NaN,NaN
511,34673303430501,19,19,0,0,0,0,0,0,0,19,0,0,1,1,1,2,5,9,1995,Sacramento,Walnutwood High (Independent Study),Rancho Cordova,95670-5102,CA,38.607376,-121.28072
512,34673303434792,45,0,45,0,0,0,0,0,0,45,0,0,1,1,2,2,10,29,1995,Sacramento,Kinney High (Continuation),Rancho Cordova,95670-6104,CA,38.60231,-121.27574
513,34673303434792,46,0,46,0,0,0,0,0,0,46,0,0,1,2,12,9,17,5,1993,Sacramento,Kinney High (Continuation),Rancho Cordova,95670-6104,CA,38.60231,-121.27574
514,34673630108837,27,0,27,0,0,0,0,0,0,27,0,0,1,2,6,7,5,6,2006,NA,NA,NA,NA,NA,NaN,NaN
515,34673630108837,29,0,29,0,0,0,0,29,0,0,0,0,1,1,8,6,6,7,2007,NA,NA,NA,NA,NA,NaN,NaN
516,34673630114272,50,0,50,0,0,0,0,50,0,0,0,0,2,4,14,9,7,14,2007,NA,NA,NA,NA,NA,NaN,NaN
517,34673633430634,242,110,132,0,0,0,0,36,43,163,0,0,17,13,76,67,41,28,2000,NA,NA,NA,NA,NA,NaN,NaN
518,34673633430634,186,69,117,0,0,0,0,39,0,147,0,0,8,15,58,49,30,26,1999,NA,NA,NA,NA,NA,NaN,NaN
519,34673633430634,107,61,46,0,0,0,0,17,9,81,0,0,6,13,34,24,15,15,1997,NA,NA,NA,NA,NA,NaN,NaN
520,34673633430634,212,85,127,0,0,0,0,51,14,147,0,0,5,17,65,45,39,41,2001,NA,NA,NA,NA,NA,NaN,NaN
521,34673633430634,199,90,109,0,0,0,0,30,0,169,0,0,5,14,70,58,28,24,1998,NA,NA,NA,NA,NA,NaN,NaN
522,34673633430634,8,0,8,0,0,0,0,0,8,0,0,0,1,1,1,2,1,2,2006,NA,NA,NA,NA,NA,NaN,NaN
523,34673633434370,54,16,38,0,0,0,0,35,0,19,0,0,6,8,11,8,11,10,2007,NA,NA,NA,NA,NA,NaN,NaN
524,34674393430519,44,0,44,0,0,0,0,0,0,44,0,0,1,6,9,12,13,3,2000,Sacramento,Capital City Independent Study,Sacramento,95823-4978,CA,38.495244,-121.48287
525,34674393430519,29,0,29,0,0,0,0,29,0,0,0,0,1,1,12,5,8,2,1998,Sacramento,Capital City Independent Study,Sacramento,95823-4978,CA,38.495244,-121.48287
526,34674393430519,29,29,0,0,0,0,0,29,0,0,0,0,1,1,2,8,5,12,2008,Sacramento,Capital City Independent Study,Sacramento,95823-4978,CA,38.495244,-121.48287
527,34674473430386,34,34,0,0,0,0,0,0,0,34,0,0,1,1,2,4,7,19,1997,Sacramento,El Sereno Alternative Education,Fair Oaks,95628-7213,CA,38.645725,-121.26421
528,34674473430386,46,46,0,0,0,0,0,0,0,46,0,0,1,1,1,3,13,27,1998,Sacramento,El Sereno Alternative Education,Fair Oaks,95628-7213,CA,38.645725,-121.26421
529,34674473430691,68,0,68,0,0,0,0,0,0,68,0,0,1,2,16,12,22,15,2013,Sacramento,Options for Youth-San Juan,Carmichael,95608-1300,CA,38.64826,-121.32883
530,34674473430691,98,73,25,0,0,0,0,22,25,51,0,0,5,9,15,34,16,19,2004,Sacramento,Options for Youth-San Juan,Carmichael,95608-1300,CA,38.64826,-121.32883
531,34674473430691,219,120,99,0,0,0,0,33,0,186,0,0,7,11,62,55,35,49,2003,Sacramento,Options for Youth-San Juan,Carmichael,95608-1300,CA,38.64826,-121.32883
532,34674473430691,192,43,149,0,0,0,0,104,0,88,0,0,9,6,57,52,39,29,2008,Sacramento,Options for Youth-San Juan,Carmichael,95608-1300,CA,38.64826,-121.32883
533,34674473430691,91,0,91,0,0,0,0,0,0,91,0,0,3,5,26,13,23,21,2005,Sacramento,Options for Youth-San Juan,Carmichael,95608-1300,CA,38.64826,-121.32883
534,34674473430691,312,126,186,0,0,0,0,36,33,198,45,0,6,7,72,89,71,67,2006,Sacramento,Options for Youth-San Juan,Carmichael,95608-1300,CA,38.64826,-121.32883
535,34674473430691,180,79,101,0,0,0,0,0,0,180,0,0,2,5,44,58,41,30,2007,Sacramento,Options for Youth-San Juan,Carmichael,95608-1300,CA,38.64826,-121.32883
536,34674473430691,31,31,0,0,0,0,0,0,0,31,0,0,1,1,6,8,10,5,2011,Sacramento,Options for Youth-San Juan,Carmichael,95608-1300,CA,38.64826,-121.32883
537,34674473430691,39,39,0,0,0,0,0,0,0,39,0,0,1,1,9,8,10,10,2016,Sacramento,Options for Youth-San Juan,Carmichael,95608-1300,CA,38.64826,-121.32883
538,34674473430691,31,31,0,0,0,0,0,31,0,0,0,0,2,1,9,5,8,6,2015,Sacramento,Options for Youth-San Juan,Carmichael,95608-1300,CA,38.64826,-121.32883
539,34674473430691,156,76,80,0,0,0,0,0,19,137,0,0,4,12,26,44,43,27,2009,Sacramento,Options for Youth-San Juan,Carmichael,95608-1300,CA,38.64826,-121.32883
540,34674473430691,16,16,0,0,0,0,0,0,0,16,0,0,1,1,6,4,3,1,2001,Sacramento,Options for Youth-San Juan,Carmichael,95608-1300,CA,38.64826,-121.32883
541,34674473430691,14,0,14,0,0,0,0,0,14,0,0,0,1,1,6,4,1,1,2002,Sacramento,Options for Youth-San Juan,Carmichael,95608-1300,CA,38.64826,-121.32883
542,34674473430717,74,0,74,0,0,0,0,25,0,49,0,0,3,3,4,8,8,48,2012,Sacramento,Visions In Education,Carmichael,95608-4650,CA,38.6094,-121.34676
543,34674473430717,73,35,38,0,0,0,0,0,0,73,0,0,5,3,8,5,15,37,2010,Sacramento,Visions In Education,Carmichael,95608-4650,CA,38.6094,-121.34676
544,34674473430717,22,22,0,0,0,0,0,0,0,22,0,0,2,5,2,6,4,3,1999,Sacramento,Visions In Education,Carmichael,95608-4650,CA,38.6094,-121.34676
545,34674473430717,166,86,80,0,0,0,0,0,0,166,0,0,3,3,7,18,27,108,2007,Sacramento,Visions In Education,Carmichael,95608-4650,CA,38.6094,-121.34676
546,34674473430717,123,52,71,0,0,0,0,0,0,123,0,0,3,8,11,23,29,49,2004,Sacramento,Visions In Education,Carmichael,95608-4650,CA,38.6094,-121.34676
547,34674473430717,62,33,29,0,0,0,0,29,0,33,0,0,3,2,7,6,14,30,2011,Sacramento,Visions In Education,Carmichael,95608-4650,CA,38.6094,-121.34676
548,34674473430717,284,135,149,0,0,0,0,0,0,284,0,0,9,15,26,32,70,132,2002,Sacramento,Visions In Education,Carmichael,95608-4650,CA,38.6094,-121.34676
549,34674473430717,293,136,157,0,0,0,0,18,0,275,0,0,24,34,30,35,46,124,2000,Sacramento,Visions In Education,Carmichael,95608-4650,CA,38.6094,-121.34676
550,34674473430717,72,72,0,0,0,0,0,0,0,72,0,0,3,5,5,8,9,42,2008,Sacramento,Visions In Education,Carmichael,95608-4650,CA,38.6094,-121.34676
551,34674473430717,557,236,321,33,8,0,0,80,0,436,0,0,34,22,46,57,108,290,2001,Sacramento,Visions In Education,Carmichael,95608-4650,CA,38.6094,-121.34676
552,34674473430717,66,66,0,0,0,0,0,0,0,66,0,0,1,2,3,9,15,36,2005,Sacramento,Visions In Education,Carmichael,95608-4650,CA,38.6094,-121.34676
553,34674473430717,141,0,141,0,0,0,0,30,0,111,0,0,4,3,15,16,44,59,2006,Sacramento,Visions In Education,Carmichael,95608-4650,CA,38.6094,-121.34676
554,34674473430717,107,52,55,0,0,0,0,0,0,107,0,0,6,5,9,20,22,45,2009,Sacramento,Visions In Education,Carmichael,95608-4650,CA,38.6094,-121.34676
555,34674473430758,12,12,0,0,0,0,0,12,0,0,0,0,1,1,1,1,2,6,2005,Sacramento,San Juan Choices Charter,Sacramento,95864-0881,CA,38.604561,-121.35898
556,34674473431111,9,0,9,0,0,0,0,0,0,9,0,0,1,1,1,3,2,1,2009,Sacramento,Casa Roble Fundamental High,Orangevale,95662-2730,CA,38.700235,-121.21321
557,34674473432838,16,0,16,0,0,0,0,0,16,0,0,0,1,1,1,1,1,11,2013,Sacramento,Encina Preparatory High,Sacramento,95825-2303,CA,38.591557,-121.41066
558,34674473432838,18,0,18,0,0,0,0,0,0,18,0,0,1,1,2,2,4,8,2012,Sacramento,Encina Preparatory High,Sacramento,95825-2303,CA,38.591557,-121.41066
559,34739733430816,23,8,15,0,0,0,0,0,0,23,0,0,5,4,5,4,3,2,2006,Sacramento,Antelope View Charter,Antelope,95843-9111,CA,38.720219,-121.3859
560,34739733430816,6,6,0,0,0,0,0,0,0,6,0,0,1,1,1,1,1,1,2004,Sacramento,Antelope View Charter,Antelope,95843-9111,CA,38.720219,-121.3859
561,34765050108415,19,19,0,0,0,0,0,0,0,0,0,19,2,4,1,3,3,6,2010,Sacramento,Heritage Peak Charter,Rio Linda,95673-3430,CA,38.689506,-121.45089
562,34765050108415,58,26,32,0,0,0,0,44,0,14,0,0,4,7,13,10,7,17,2009,Sacramento,Heritage Peak Charter,Rio Linda,95673-3430,CA,38.689506,-121.45089
563,34765050108837,98,0,98,0,0,0,0,47,0,51,0,0,4,7,30,27,12,18,2009,Sacramento,Community Collaborative Charter,McClellan,95652-2424,CA,38.671235,-121.38567
564,34765050108837,27,27,0,0,0,0,0,27,0,0,0,0,1,1,1,1,5,18,2016,Sacramento,Community Collaborative Charter,McClellan,95652-2424,CA,38.671235,-121.38567
565,34765050108837,45,0,45,0,0,0,0,0,0,45,0,0,1,1,5,5,3,30,2011,Sacramento,Community Collaborative Charter,McClellan,95652-2424,CA,38.671235,-121.38567
566,34765050108837,46,0,46,0,0,0,0,46,0,0,0,0,2,1,3,4,6,30,2013,Sacramento,Community Collaborative Charter,McClellan,95652-2424,CA,38.671235,-121.38567
567,34765050108837,42,0,42,0,0,0,0,0,0,42,0,0,1,6,4,7,3,21,2010,Sacramento,Community Collaborative Charter,McClellan,95652-2424,CA,38.671235,-121.38567
568,34765050108837,98,31,67,0,0,0,0,0,0,98,0,0,3,8,23,18,22,24,2008,Sacramento,Community Collaborative Charter,McClellan,95652-2424,CA,38.671235,-121.38567
569,34765050114272,145,47,98,0,22,0,0,123,0,0,0,0,3,5,52,31,27,27,2008,Sacramento,SAVA - Sacramento Academic and Vocational Academy,Sacramento,95834-2931,CA,38.646222,-121.48926
570,34765050114272,101,0,101,0,0,0,0,101,0,0,0,0,4,2,1,9,20,65,2011,Sacramento,SAVA - Sacramento Academic and Vocational Academy,Sacramento,95834-2931,CA,38.646222,-121.48926
571,34765050114272,135,45,90,0,0,0,0,105,30,0,0,0,4,5,48,31,21,26,2009,Sacramento,SAVA - Sacramento Academic and Vocational Academy,Sacramento,95834-2931,CA,38.646222,-121.48926
572,34765053430634,13,0,13,0,0,0,0,0,0,13,0,0,1,1,1,2,2,6,2008,Sacramento,Elwood J. Keema High,Sacramento,95838-3661,CA,38.640683,-121.43699
573,34765053434370,8,8,0,0,0,0,0,0,0,8,0,0,2,2,1,1,1,1,2008,Sacramento,Highlands High,North Highlands,95660-3911,CA,38.687732,-121.35774
574,36103630107466,52,0,52,0,0,0,0,52,0,0,0,0,1,3,3,4,10,31,2016,San Bernardino,Community School/Independent Alternative Education,San Bernardino,92415-0020,CA,34.110411,-117.29344
575,36103630107466,15,0,15,0,0,0,0,0,15,0,0,0,1,1,1,1,4,7,2011,San Bernardino,Community School/Independent Alternative Education,San Bernardino,92415-0020,CA,34.110411,-117.29344
576,36103630107466,18,0,18,0,0,0,0,0,0,0,0,18,5,2,2,4,4,1,2014,San Bernardino,Community School/Independent Alternative Education,San Bernardino,92415-0020,CA,34.110411,-117.29344
577,36103630107466,49,0,49,0,0,0,0,28,21,0,0,0,2,2,6,6,13,20,2006,San Bernardino,Community School/Independent Alternative Education,San Bernardino,92415-0020,CA,34.110411,-117.29344
578,36103630107466,56,0,56,0,0,0,0,56,0,0,0,0,2,3,4,9,13,25,2010,San Bernardino,Community School/Independent Alternative Education,San Bernardino,92415-0020,CA,34.110411,-117.29344
579,36103630107466,48,0,48,0,0,0,0,48,0,0,0,0,1,1,1,9,12,24,2012,San Bernardino,Community School/Independent Alternative Education,San Bernardino,92415-0020,CA,34.110411,-117.29344
580,36103630123364,29,0,29,0,0,0,0,29,0,0,0,0,1,3,2,5,10,8,2011,San Bernardino,Bob Murphy Community,Rialto,92376-5662,CA,34.099915,-117.38675
581,36103633630431,145,54,91,0,0,0,0,85,8,52,0,0,15,16,42,50,14,8,1995,San Bernardino,San Bernardino County Juvenile Detention and Assessment Center,San Bernardino,92415-0941,CA,34.126862,-117.26762
582,36103633630431,99,24,75,0,0,0,0,0,0,99,0,0,9,16,38,20,9,7,1992,San Bernardino,San Bernardino County Juvenile Detention and Assessment Center,San Bernardino,92415-0941,CA,34.126862,-117.26762
583,36103633630431,287,0,287,0,0,0,0,287,0,0,0,0,2,6,22,28,63,166,2006,San Bernardino,San Bernardino County Juvenile Detention and Assessment Center,San Bernardino,92415-0941,CA,34.126862,-117.26762
584,36103633630431,100,0,100,0,0,0,0,100,0,0,0,0,1,1,2,2,8,86,2009,San Bernardino,San Bernardino County Juvenile Detention and Assessment Center,San Bernardino,92415-0941,CA,34.126862,-117.26762
585,36103633630431,373,0,373,0,0,0,0,237,136,0,0,0,4,4,24,31,71,239,2007,San Bernardino,San Bernardino County Juvenile Detention and Assessment Center,San Bernardino,92415-0941,CA,34.126862,-117.26762
586,36103633630969,24,0,24,0,0,0,0,15,9,0,0,0,2,3,4,4,2,9,2008,San Bernardino,Desert Mountain Community,Victorville,92392-2901,CA,34.541511,-117.29682
587,36103633630969,13,0,13,0,0,0,0,13,0,0,0,0,2,1,1,3,4,2,2012,San Bernardino,Desert Mountain Community,Victorville,92392-2901,CA,34.541511,-117.29682
588,36103633630977,97,25,72,0,0,0,0,97,0,0,0,0,6,5,9,10,15,52,2008,San Bernardino,East Valley Community,Redlands,92373-8014,CA,34.059298,-117.21381
589,36103633630977,20,0,20,0,0,0,0,0,0,20,0,0,1,3,3,2,3,8,2009,San Bernardino,East Valley Community,Redlands,92373-8014,CA,34.059298,-117.21381
590,36103633630977,43,0,43,0,0,0,0,43,0,0,0,0,2,2,3,7,13,16,2012,San Bernardino,East Valley Community,Redlands,92373-8014,CA,34.059298,-117.21381
591,36103633630977,70,0,70,0,0,0,0,70,0,0,0,0,1,3,9,14,21,22,2006,San Bernardino,East Valley Community,Redlands,92373-8014,CA,34.059298,-117.21381
592,36103633630985,18,0,18,0,0,0,0,0,18,0,0,0,1,1,3,2,6,5,2006,San Bernardino,West End Community,Montclair,91763-4816,CA,34.062712,-117.69441
593,36103633630985,29,0,29,0,0,0,0,29,0,0,0,0,1,1,1,3,3,20,2012,San Bernardino,West End Community,Montclair,91763-4816,CA,34.062712,-117.69441
594,36103633630985,42,0,42,0,0,0,0,42,0,0,0,0,3,5,11,13,6,4,2001,San Bernardino,West End Community,Montclair,91763-4816,CA,34.062712,-117.69441
595,36103636069348,51,0,51,0,0,0,0,37,14,0,0,0,7,2,9,7,16,10,2006,San Bernardino,San Bernardino County Special Education,San Bernardino,92415-0020,CA,34.110411,-117.29344
596,36103636069348,19,0,19,0,0,0,0,19,0,0,0,0,1,2,3,1,6,6,2008,San Bernardino,San Bernardino County Special Education,San Bernardino,92415-0020,CA,34.110411,-117.29344
597,36103636069348,35,0,35,0,0,0,0,12,0,23,0,0,2,5,4,7,8,9,2009,San Bernardino,San Bernardino County Special Education,San Bernardino,92415-0020,CA,34.110411,-117.29344
598,36103636069348,15,0,15,0,0,0,0,0,0,15,0,0,1,1,2,2,5,4,2010,San Bernardino,San Bernardino County Special Education,San Bernardino,92415-0020,CA,34.110411,-117.29344
599,36103636069348,11,0,11,0,0,0,0,11,0,0,0,0,2,1,1,1,1,5,2016,San Bernardino,San Bernardino County Special Education,San Bernardino,92415-0020,CA,34.110411,-117.29344
600,36103636069348,14,0,14,0,0,0,0,0,0,14,0,0,1,1,1,4,2,5,2012,San Bernardino,San Bernardino County Special Education,San Bernardino,92415-0020,CA,34.110411,-117.29344
601,36103636069348,16,0,16,0,0,0,0,0,0,16,0,0,1,2,1,3,3,6,2007,San Bernardino,San Bernardino County Special Education,San Bernardino,92415-0020,CA,34.110411,-117.29344
602,36103636069348,34,0,34,0,0,0,0,0,0,34,0,0,6,5,1,2,3,17,2011,San Bernardino,San Bernardino County Special Education,San Bernardino,92415-0020,CA,34.110411,-117.29344
603,36675870120592,98,49,49,0,0,0,0,98,0,0,0,0,4,2,56,21,6,9,2010,San Bernardino,Alta Vista Public,Hesperia,92345-1426,CA,34.468691,-117.29241
604,36675870120592,31,0,31,0,0,0,0,0,0,31,0,0,1,1,2,1,9,17,2012,San Bernardino,Alta Vista Public,Hesperia,92345-1426,CA,34.468691,-117.29241
605,36675870128462,38,38,0,0,0,0,0,38,0,0,0,0,1,2,9,12,8,6,2015,San Bernardino,Taylion High Desert Academy/Adelanto,Adelanto,92301-1948,CA,34.579716,-117.41777
606,36675870128462,34,34,0,0,0,0,0,34,0,0,0,0,2,1,5,9,8,9,2014,San Bernardino,Taylion High Desert Academy/Adelanto,Adelanto,92301-1948,CA,34.579716,-117.41777
607,36676863630399,31,0,31,0,0,0,0,31,0,0,0,0,1,1,2,5,5,17,2006,San Bernardino,Washington High,Colton,92324-2600,CA,34.071852,-117.31268
608,36676863630399,33,0,33,0,0,0,0,33,0,0,0,0,6,5,2,6,7,7,2000,San Bernardino,Washington High,Colton,92324-2600,CA,34.071852,-117.31268
609,36676863630399,63,63,0,0,0,0,0,34,0,29,0,0,2,2,26,12,15,6,1991,San Bernardino,Washington High,Colton,92324-2600,CA,34.071852,-117.31268
610,36676863630399,106,43,63,0,0,0,0,106,0,0,0,0,6,5,17,15,6,57,2004,San Bernardino,Washington High,Colton,92324-2600,CA,34.071852,-117.31268
611,36677770124214,11,0,11,0,0,0,0,0,0,11,0,0,2,2,2,1,1,3,2014,San Bernardino,Hope Academy Charter,Victorville,92395-5870,CA,34.477614,-117.28911
612,36678270111807,73,0,73,0,0,0,0,73,0,0,0,0,1,2,19,10,3,38,2009,San Bernardino,Mojave River Academy,Oro Grande,92368,CA,34.595649,-117.33653
613,36678270111807,20,20,0,0,0,0,0,0,0,20,0,0,2,2,2,1,1,12,2010,San Bernardino,Mojave River Academy,Oro Grande,92368,CA,34.595649,-117.33653
614,36678270111807,8,0,8,0,0,0,0,8,0,0,0,0,1,1,1,1,2,2,2006,San Bernardino,Mojave River Academy,Oro Grande,92368,CA,34.595649,-117.33653
615,36678270111807,56,56,0,0,0,0,0,56,0,0,0,0,1,1,4,5,3,42,2016,San Bernardino,Mojave River Academy,Oro Grande,92368,CA,34.595649,-117.33653
